Time,Amount,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
10,112.97008709498918,-0.09462857171458551,-0.7335540397973023,-0.06249029682177107,2.328471870803244,1.2164795423780685,-2.1594695533342754,-0.2076244915433032,-0.569535434356225,-1.2397421608451091,-1.4881926347811636,-1.343649883882523,-0.5554322031567189,0.9167768901218255,1.4239655301159655,1.5678132430920073,0.1067455366889681,0.26649993385996984,1.4890353968430128,-0.9102919445855094,-0.06971472498953901,-0.30869170249974937,1.7980535314435437,0.9009332636609246,-0.2673711049005779,2.176006723417827,2.3624041503604447,-1.0517950865888268,-0.2181850983475262,0
11,150.04782461070022,-0.3241315395596243,-1.551257121359043,1.0297761640159195,0.15389449941596237,-1.106894359511573,-0.10148388236264129,-0.9987190834426288,0.2861192011769074,0.18466519716650348,-0.18427817373606764,0.8856937750028512,-1.429520772241473,-1.0454699514248715,1.6906923045998432,0.7709443217870061,0.4119345499194311,0.8455860624508069,0.22251367835710215,0.490271352042998,-0.1698846915624981,0.7570923109349298,0.7000876616781676,-1.6392937177401143,-0.8195789037467225,0.05678480267707597,0.48101474005143174,0.04523590027429963,0.31632443299712776,0
12,363.345976553705,0.17858799185114227,-0.23214411914013122,1.5447142990325469,0.011148634471729112,1.3775244214746678,1.107358219088111,0.6524853619168528,0.08828853360292685,1.3779277405920767,-0.2736701308382544,0.16118906014072157,0.5473192766806675,-0.5535737311402598,-0.9189573362496142,-1.5439805474760455,-0.28840492048693944,-0.5874397775544007,-0.5800865228235025,1.0131967274855662,-0.6191494135845751,-1.0089157260332358,1.292711920595889,0.8691808423364544,0.6668034968414973,1.0373023174478304,-0.1655381746023452,1.4739881678803182,-1.5268059680917023,0
13,182.12449381504626,-1.0327034205187613,1.1233441304513527,0.6822881345309613,0.17556899891443165,0.12425941728690308,0.5983011057280885,0.045086202816893274,1.1534988977332592,-0.845532778596087,-0.36375669964753965,-0.8173108664363391,0.6773484374391823,1.5816636561158213,0.9261293511473826,1.6755839329282554,1.0323076831848854,-0.7558082599405147,-2.3517560105380406,0.48361926887313567,-0.7789492045666827,-0.18787107516559695,-0.48133964361412923,-1.0138736926619942,1.5007327333588425,-0.15546540357192445,-1.4755116670117803,0.34062408732690025,1.7532246087796695,0
14,289.9683385463086,0.018683134068041004,0.9098219152370333,0.6799059776504645,0.05580572011719455,1.0223546250931979,0.36147334070733966,-0.7745574646407934,0.3183219691501937,2.89097447809415,0.5275660954300102,-1.2159524797363674,0.3117306799064007,-0.6031894449510448,-0.6873554957838794,-1.0348265691384257,-0.7022779401900184,1.5235156663987446,0.006556995526233633,-0.8272029633620441,0.42790461741592356,-0.8283687716712916,1.962296040418421,-0.30952678016316637,1.061877012812792,0.0002176635679005933,0.5802889101582089,-1.2314808948843396,-0.37886985490591446,0
15,483.9919650063583,-1.5544692835786917,1.835950624594002,-0.2086796622598795,-0.6159747221703697,-1.7076041517199554,1.389488962771359,0.2255492638180261,-0.08033379583268346,0.941787494357036,-0.23367569586576747,-0.4247244638375918,-0.6015603880366835,-0.14457499986503186,-1.1006609338957556,0.6993867569532768,1.6401392213362334,0.6175581262429588,1.9609673171971345,1.5555434545071747,-0.925531755733009,0.8103738245868194,0.4369004596295408,-1.0031806278609408,1.2117608774768445,-3.08634290201306,-0.30992901293549757,-2.6352870170158744,-1.0115892089599325,0
16,391.12349987162844,-1.652599197645437,-1.2743939795383292,2.0148411138850495,0.5796480384833199,0.6995643347341229,0.11338798463345409,1.788209734616523,0.03900787731521159,1.6787533443985405,0.9906722305130631,-0.5830909631939388,1.2475898689346618,-0.6210710121339837,2.99653596296143,-1.2378788384153019,-0.39045503785102775,0.09153868852231133,0.6922457106916013,-1.7864272412037097,0.6496328784602087,0.8949190229469286,-0.42376890384164756,0.04323616411431791,-1.6712551066737982,-1.5791463585743102,-0.25551698205471274,-0.9174361686736352,0.4242058322872409,0
17,123.64113548951417,1.7421469016582252,0.26990857762954323,-0.9771789124477099,0.23196669697889896,-0.9959383480155447,-0.220370269450416,0.15879461820786042,-0.5338945200940335,1.2762092281423345,-0.4934472656964749,-0.6519978994552652,0.9708612548966726,0.9896067605040176,1.1579056169704294,0.3580806821270465,0.4728804368156049,-1.5050614854270996,-1.0584437291381774,-0.30586260422274314,-0.9634365587176726,0.337018886516478,-1.445385598889772,-0.814899839795445,-0.12227507423418668,-0.03162860349622005,-0.10369795371546676,-0.2816340323562443,-0.6212546361957902,0
18,103.29816300035193,0.7725906858630169,0.9664140276794453,-0.6621384788282644,-0.26619982376954987,0.15457773177899514,-0.36201399129484774,-0.8617756053876066,1.8583294920949536,0.35207594657473346,-0.16449193245260177,0.5168791276921392,0.5736754037990833,1.0482780006575674,-0.32527202487369283,0.887505842675376,0.4268790567097143,-0.8608436224632822,0.9623962578988532,-1.9664587004924101,-1.4939183577354014,0.5301261243799682,-0.275086738845156,-0.669551628747987,-0.5182970332420958,1.551223652254472,1.7414909094266326,-0.06635737323704997,-1.130659470442995,0
19,224.12475462687163,-1.449863583374325,1.4080360053888075,-0.8203359935323995,0.9229468557906689,-1.3260524384525259,0.28270971926528043,-0.8302878635047682,-0.11669812264934876,-2.077867365889494,0.1760655017401759,0.2504995080484126,-0.9261536499010798,0.15662052173336344,0.1150360548297428,1.1300749942953014,-0.9134430004810306,-1.0386487338418529,-0.6899460390641807,0.8502931397527166,0.3650837947752907,0.15165368647149988,-1.433868378056441,-0.1975729749360607,-0.8037892562402602,-2.0763727455293854,-0.4729516839916842,0.7278844393253554,-0.804026855157152,0
20,442.40824764044,-0.35671381515287354,0.8481055200202156,-1.1649629245355946,1.0261773057456804,-0.03955099335425595,-0.6458873474800274,-1.2616992884856804,0.2154754625318592,1.202098875673837,-1.3352072120807499,-0.12672797138478412,0.37288838714024686,0.8284210556488953,-2.624618872571777,-1.0064172852318516,-0.4516821950357562,1.6212303004404793,1.1880199210744757,-1.5419935021380224,-0.6238499518665732,1.349857009735347,-0.31742390650437524,0.11105477166295129,0.5415895742012717,-0.9664285421671702,-1.5164680676752467,0.19072399344881946,-0.15738049372953866,0
21,110.41014113476932,0.6078473636915661,1.03188288559725,-0.4853600452725615,-1.4964320874853538,-1.4127516261016007,0.8513950301159163,0.9626654325025641,0.8956346462432435,-0.07642092870205602,-0.7361622200453039,0.48736583996001376,-0.248705506386866,-1.2877709101127137,-0.35269512492462274,-0.4086542915559208,0.025710794907428114,-2.3142630468592507,2.2019366442125614,-1.297069285834765,-2.29003926126917,0.6834222906456244,1.3645238898074523,-1.728443283472956,-0.03170193857977705,0.8650059018564634,0.5144124506607359,1.8938271374859756,1.806699074645543,0
22,194.7625022486212,-0.2136877053537507,0.9256650911356575,-0.2956744138834799,0.7409807395243581,-0.3905756701282565,-1.8983287537951254,0.01796434945532405,-0.09989955921647485,0.8916267025740555,-1.4598946395336585,-1.3006720235270681,-0.19100125300340284,0.39579892358098007,-0.14416729410735085,-0.7732587855422027,0.025998694871529324,0.28453970039203835,-0.21171276256760144,0.3835258182161432,-0.35021825838849624,1.7871267095849646,0.35222086842213624,-0.8656618703223062,1.245893370712177,-1.030175734448717,0.10914699213114988,0.27864054235239816,2.48158877460009,0
23,79.61180863948825,-0.23898320488254893,0.7490389774551696,-2.229552632240261,-1.0503270440431798,0.01735474491237061,0.9596096375994327,-0.4692181202644003,-0.6894412837493196,-0.02371434985963571,-0.20229855602511165,0.9065852254991512,-0.26231485409011424,0.5492996973208466,-0.5012670767219221,-1.1574324616873761,0.47483941726094914,0.2017741813992016,0.551113660826779,-1.1324714408731806,-0.4478128926243444,-0.127113074672211,1.5680124418105459,0.9161567997887018,-1.2810059501823565,1.2162513848170617,1.004857959824917,-1.0791778847922953,1.0053667888157352,0
24,225.5312892777387,-1.439203555143832,-0.4426987522380732,0.09124395705123113,-1.5124836674637456,0.723641234794407,-0.9735363323674319,-0.07800314609468735,0.4230483744399993,-1.9819397925002884,0.7660089503819225,0.6114177687376945,-1.0605595441732305,-1.2506778230387532,-0.3268503831976696,0.21040462305568117,-0.1498234087665695,-1.014304721484525,-1.3417757057417208,0.1136703336431798,0.5766613072734946,-0.007416358115309189,-0.2878434157817296,1.0014996941206307,1.2270849417024645,-0.3593584387671565,0.8874287020903204,-1.3521353075177733,-0.34796818742109653,0
25,142.29847619032805,0.05158364684831008,0.03362063628078662,-2.206224006676485,-0.21839433417748405,0.6094776225075758,-0.25246502849417046,-1.3245524850434363,0.006318826958123129,1.492137472913089,1.3078970409987543,-0.5888077901530986,1.583610108295506,-1.7035830511492958,-0.3788613194059306,0.7863404046466864,0.029627092265238818,1.3896914472674222,1.9204565579007817,-0.8172064476107777,-0.14397112410592705,2.581294981636088,0.09954965558789032,0.1462994762086004,0.6194936012501625,2.0335908114818597,1.2357864204086828,-1.8333301427829136,0.6400687294535615,0
26,411.4083624074337,0.47782366710084434,0.18110001059257663,-0.5840710006425567,0.07949152976021703,1.520244050649602,-0.6475598780745093,-1.45037753260009,0.24202210794623924,-0.405827631246928,-0.7268896686279598,0.7337363078716143,-0.8996704216208017,0.951438557718187,-0.5536751924122303,-1.0180427018905467,0.7731350159093325,-1.2657906036051063,-0.8776570050775682,1.1575367141687838,-2.5356691962924405,0.017147675772106904,1.0058487247720154,-1.0352297336323089,1.3558221582585201,-0.5241495823965137,1.1307187957862144,0.3591553812217236,0.5417191246212314,0
27,6.842007014216723,-0.6182062892292082,1.0743821562485345,0.5112989639830116,1.304672428731792,1.143356225814801,1.050621549076716,-1.626728819045436,0.09906146466092383,-0.5892285778418097,0.2748128255320273,-0.8143326817782713,1.41542129772113,1.5333137858207098,-0.4815555822375255,0.3433198174988911,-0.9839857822496065,-0.04634689705709213,1.1144108453548018,0.8371522544457323,-1.471661723285469,-1.091480200872314,-0.545683794098714,1.5247969101922365,1.487876579722043,-0.8986706550615056,-0.333836872207051,1.8955234272870074,-0.2926525701682456,0
28,264.8135103819931,0.5145896872965904,0.15132258404564405,-0.03027368286735886,-0.36267833054872933,0.7843793702935399,-1.2840135572983777,-1.2747743799546944,0.05711523012702115,-0.9524796292085077,-2.0654274279491975,0.7448970749659594,2.5545816139348205,0.5282749135206196,-0.9679110472748517,0.3039871763124965,1.100107953837448,-1.858395184326515,-0.10179930174738505,1.735396978076572,-1.138355807609084,1.5190100828584387,-2.297907800789342,1.1596061888720417,-0.9037627249604538,0.254180062355194,0.10339399159457606,1.1908802811299721,-1.5485616499504127,0
29,329.2609426926249,0.6831454803478924,-1.2015003336225865,0.9578016272935719,1.680090588137713,0.6062906362627088,0.25835461127809584,1.864935781520728,0.09610773755582014,-1.0952882188581927,-1.0561494403125626,0.07204071518643858,-0.9843579341231573,2.1850187429564065,-0.07154399644088799,0.032809643346120396,-0.848390712721767,0.08358913264533463,0.6518420911391333,-0.6411312164112166,-1.3691804922894864,-0.3843824217363674,0.721987414704975,0.8502487595841876,1.971290159127017,0.8375313021685625,1.4764760806911128,-0.5187440400654645,-0.11712501871548893,0
30,353.7899300419328,-2.033112041743858,-0.7461106965823385,-0.8868825542278487,0.6836057122461974,1.3683879065917537,0.3913221867582809,0.9947983127590813,-0.192522432790803,0.6602042619554434,0.29797360422300295,0.7099749209423875,-0.3938216585746315,-0.14260954861648226,-0.33785617037711646,-0.6796707476690799,0.7129541801948548,0.2654779409077051,-2.1258133466468974,1.34793832101044,1.4187486207151796,0.3504616508822928,0.16911031971785917,-1.9971740099790887,1.1851473945136688,0.43726762101493444,-0.06213353457325566,-2.5418618072454615,1.4013025678291156,0
31,109.41800906012777,-0.544842574239885,1.6776711151055763,-0.4888707545648354,0.6516955744073093,1.3474938296213748,2.034803685436671,0.4327708380275663,0.8373542582789401,-1.4113051096689653,-0.7021651002024201,-0.7334427911386994,0.48576986894303137,0.39503366392172556,1.8734845970745697,-1.6341852139711623,-0.7939714110570645,1.3597967925229901,-0.2725580980398189,1.1070693459251606,-0.37506774816433625,0.7089789374288994,1.1537097517978518,1.12065731622698,0.09837681924680967,0.057664089109301105,1.388904116983202,0.2044865546323357,1.1057379029108938,0
32,213.48857167426306,-1.2736957062761638,0.44991244935349806,1.5088915921120585,-0.5255110899106644,0.4684051715601456,-1.0307728030186432,-0.021266647040097102,0.4510352957924006,-0.5876152626240955,-1.2684385039940336,-0.7426508398996914,1.0418042774847693,0.10621425290431864,-0.4425534876656814,0.7176900037925202,0.6996018879606111,-0.9869079613849023,1.3362187841149786,-0.3497623245220301,-0.8113450224093545,-0.5354979244160477,1.2583812675283126,-0.11379536976275702,-0.11916132500521615,1.4610543998810046,0.10939170018873579,-0.22438673147648064,-0.406720887299743,0
33,400.52952121479143,2.5359943683519854,-1.2344279934048163,0.2137405927203427,-0.09798994860344876,-0.4265896363511285,-0.3490628541404742,-0.3583649741266666,-0.6024556981886915,1.864323299682395,-0.2735436383170824,-0.23037185848113978,1.1501548760118687,-0.623198493252554,0.7970582754292543,-1.00772620252067,0.5645505117409437,-1.0284763494460323,-0.8570369231225381,0.7475939650169386,1.6659901763910203,-1.238275017377745,-0.4347558118876862,1.4860169105469434,0.3632790164785658,-1.5043606602531325,-0.5899004236518446,-0.3610632056202444,0.5927761565178056,0
34,366.74219490023256,1.739914019762988,-1.0187232971486868,0.33836589415157037,-0.18593891101804233,-1.5280827034829467,-0.4746235970943574,-2.788969155587717,1.0059014930509809,-0.8437343975671305,-0.7052009839149169,0.9626263992642834,-0.5876786487287807,-1.9143475689527145,0.09320429289779637,1.7503499010909132,-1.3446215443619396,-0.01807532034259917,-0.9418598991884523,0.2530431823226798,1.5310847783142743,-0.25600752259712006,0.18849651741187137,0.9066712941895871,1.0216691030427307,0.7621241149565631,1.8033222894820666,0.5086847572334245,0.2968779529848151,0
35,96.86306410309726,-0.30994986396547247,-0.1211704655041775,-0.9463712822114235,0.5247199111953796,-0.6632424726767195,0.0075482738933188446,-1.2490255499969747,0.6840884515654626,0.5869438136325063,-0.1531261157079072,0.8098049127020609,-0.10983434848216714,-1.3831652998993842,1.0621502965500014,-1.2773237430612412,0.5577222032759906,-0.15815257933912838,1.7401580377615993,-0.5866782714939794,0.4829557722624061,-0.08339019872965642,1.363187158898713,-0.7044081642570256,-0.10059462603524331,-0.3189982799532865,-1.3542010869706778,-0.49683295847797165,3.121112643451997,0
36,216.2295785303054,-1.198801567934522,0.365402576035788,0.7544586310537165,0.8201703761206356,-0.36440140469977,-0.49774140637874864,0.7488222144686782,-0.5010049582296412,-0.007254762484162942,1.2281385561694602,-1.9531786220538156,-2.0302033748639197,0.7072142185081078,1.3527911162839,1.4375024138966175,-1.3331405240413554,0.052878804938567434,-0.6926067544215062,-2.254434220759693,-0.7138721344466553,1.5522785377070931,0.7328127325414548,-0.9492412915503129,1.3350454815448276,-0.16104281542819718,-0.2519884055413132,-0.11950437864105215,0.46776397998074626,0
37,265.90487197629375,0.322879831321028,0.1951343725503753,-0.37548147582911284,-1.1572044936821402,2.742355083503165,0.6788055195009544,-1.0462505204316683,-0.21601302012921222,-0.6010886818114196,1.41927793968864,-0.5729891524908416,-0.33129764824674823,-0.42132794318434424,0.3510633927712716,0.9297966147489788,-2.847782733263798,-0.1254989388638275,1.3978078564264245,0.8324311583304291,-0.44767267503722397,-1.0622447751786221,-1.722889876061463,-1.4170745668835167,0.14364390850085743,0.8989327403405523,-0.8377060622658306,-2.027381995493955,-1.7515449063199688,0
38,162.43745254657438,-1.1998920787403269,-1.6694239058068185,-0.28368330560416843,-0.3068626317878413,1.463420601543634,-0.1927494585949771,1.6413655816097286,-0.43379535025579274,-0.6102947785780826,0.9125975628691234,0.5072099829621688,-2.825309650010468,-0.6559927744767433,-0.08912751369429359,-0.8527986465911706,-0.28891637356843,-1.6021492499852958,0.47563686903834385,-0.0687375956264085,2.498733229733023,-0.3253413484369548,-0.4452968751777125,-1.3767031935920127,0.21767805582446298,2.366195413596975,1.1964869074888074,-0.4020339192271147,-0.589257654377665,0
39,29.150769284348677,1.5801869257689303,-1.7522324694116416,0.07266894729317634,0.1224102497825857,-1.0300048005249614,-1.361113439345258,0.2240975014505831,1.2552294073733132,-0.24539307146871137,0.13832529084914472,-0.9552187678833656,-0.21038099217240536,0.1377701248276478,0.10140213366813405,-1.556323668849811,1.3138046615780148,0.6621429468743418,-1.0898624783245752,1.2386542091852926,-0.15860647086889476,0.09919015556006998,0.9102887791312484,-0.3401556442313007,-1.3311712252556043,-0.9656249025683417,0.5290026183811234,-0.4660295476764406,-0.7271213214737331,0
40,60.102551462676956,0.3591015327485292,0.5736030503101874,0.1212781625538726,-1.6650813106328948,0.6004333220056798,0.7097702948544657,0.46784077779104283,-0.8833080248866083,-0.3465178942293788,0.5701011435665153,-1.2447787188146886,-1.1728741840151702,-1.107938769388308,0.2920356673296291,-1.177551948205489,-0.006496563417681556,0.14277844144717447,0.7413274238268306,0.7151454342371143,-0.1810964505549716,-0.31273311720679076,1.6288055336214713,0.24211796589173148,0.749422949246666,-1.4834019737892834,0.7128031848486702,-0.04284400822125014,1.3070106010984799,0
41,450.6822026306268,-0.14798924515366826,-0.7830912574764312,0.7464088083073652,0.7076114190757095,0.6231361204918424,-1.552682693944966,2.528322271482201,-0.1932227663262621,-0.5942103295638728,0.1533747660402589,-1.31498387640988,1.068282832425468,-1.078167219316113,0.9705545419956515,-0.7839490830562167,0.28055368501817624,0.3921202694911468,-0.7838635389000714,-1.089800141401878,-0.4019111770623669,0.9761285581699565,0.16098062811411573,-0.21353683220661068,-0.1778248455936005,-0.008785490350712544,1.029711265617987,-0.1516757239101203,-0.4874471139459816,0
42,348.6803510743752,-0.9326342535751873,-2.0294916856329053,-1.4530838733417346,-0.06721803452447403,1.1588563853337213,-1.1877634971551596,-0.4214413584941807,-0.8450905407313006,0.5069058982879724,-0.4155875493566292,0.7174700966254216,-0.29823819484782843,-1.8542431479822348,-1.297427633528161,-0.9166539583080676,2.2065506818340186,-0.056477817105732776,0.9267891734737038,-0.37097021275839126,0.18139358271287354,-1.389776983965572,0.8922861307692367,-0.8582989695148263,-0.8474817694040484,0.046847424179485786,0.9195273407091878,1.6577412518191839,0.8800587409155205,0
43,303.4421354658592,0.5057947975818475,0.012962858408762105,-0.009377524821673956,-1.7496005375107224,-1.3117086316070736,-0.19124492751810293,-0.9864769454698218,1.3330303820646188,-0.7543144115118385,1.0314912762730577,0.9176063116253639,-0.19159180141941232,2.250595233750582,-1.4038456693139547,-0.7369944750158931,0.779197045161605,-0.43897591987009,1.160675747064952,-0.01238038815061565,0.39232190958223123,0.8291018804390352,-1.8008597331082044,0.03186855192999197,0.6331789981855243,-0.4990729653207324,0.9963597897526982,-0.9207722955666883,1.3105901376276985,0
44,223.6396985604512,0.5771591211601033,-1.0145162551609677,-0.44198550676231957,-1.0289379882210279,0.5502106292738812,1.6109291890095587,-0.449025779813151,-0.5658077570483265,0.14831373847250406,0.53228563528369,0.5490610773236577,0.019781509112302875,1.7258575338465523,-0.1295663432784383,1.2360383534065242,-1.9554234882316253,0.05674902167984837,-0.5638147724458258,0.1924073924009231,-0.9025094817633584,0.8253845024388349,-1.3926770969898896,-0.42733849752566366,-0.10113291139563184,0.8635028616049889,-0.6752129417306757,-0.5984994601657478,-2.6456522960649393,0
45,26.05312458827874,-2.0977916479518415,0.0827781215590602,-0.09305263923241092,-0.019635557224351414,-0.43372430557419644,-0.9764019070186943,1.1994466455465247,-0.6475023335228131,-0.4660502796880355,0.6116652285287373,0.05408965452534717,-0.15093264803432702,0.4040673590336795,-1.305452515691363,-2.0628089801936835,0.44743683034824067,0.23276887177379035,0.31656192900791075,-1.645961452896575,-0.8727090335712263,-1.3908558265614448,-1.0601862396711328,1.3814393906624096,0.47889352519076117,-0.9357715671780811,0.16156097780417775,-0.05698749245817566,0.15643015499159502,0
46,188.7442282855289,1.1851975640579668,-0.6914505870050347,-0.8343762409836178,0.815075456666631,-1.4578714615713126,0.8244810339914062,-0.12789243287073185,0.6038076669773447,-2.4764613304359337,1.065138335182604,1.6980912254130187,-1.7340164496237704,-0.9650552284656473,1.0533371226872166,-1.349889293213553,0.5305347172177509,-0.10273897569577851,1.0495202976336682,0.6277513794301339,-0.16403657797736892,0.1992971709947109,-0.16860187894787604,-0.08843085125537754,1.5084206067366608,-1.0295394972272285,-0.5542921936386119,-0.46828791563278127,-0.10119493855191983,0
47,397.67366516045394,0.7423350101059667,-1.9328078676933025,-0.12916941488469802,-0.4919624955091871,1.10538932339549,1.2601667054258177,-0.29906495762775026,-0.3374819453828446,-0.184245496485081,0.8162071775892528,-0.9326100463373921,-0.638490358697992,-0.8516069155359556,-1.339427301080236,-1.1416117322077597,-0.49702373663179056,-1.2449143967043947,0.036891959470848064,0.22210375757053338,-0.8287447631982112,-0.3341155606613657,-1.1144013225834195,-1.0206080958235393,-0.5233710389022452,0.25927821495940706,-1.891478837739478,0.24143231601866927,-1.0692579604669548,0
48,369.4465468737175,0.21889699805210924,0.1626726335792839,-0.47611429087386703,0.3120818989532952,0.08403458701095004,0.8110277511629561,0.24635946093641442,-0.05743167016130408,1.3139453209649326,1.2481041971062776,1.443402015747734,0.6729771857028366,0.5859174360896836,0.9448686306978796,-0.07585238390216925,-1.087295896860294,-0.17394650458622296,0.7857267785882334,-0.3098926730739296,-0.2049663797130237,2.990863995485635,-1.0326998449006255,-0.6279612697138249,2.1888527237138082,0.027657789178307093,-0.21918204341973233,1.0359894030576398,1.1717041622964648,0
49,450.76640497828515,-1.1098344643702431,1.13735161488101,-1.18393643319162,-0.8401977912206813,0.07577126185434505,0.2376910526342084,-0.09642279837964592,0.4671182929608116,0.8566260540925863,-2.4997164778792196,0.7712423065326742,-1.0699232529820306,1.1486862923301469,0.8089400234891855,1.181697642380728,-1.2767842302522092,-1.0368009705427932,0.3621093906077281,0.5826100423364724,-0.7409936168282992,0.8768950887470037,-0.11473843452212722,0.12157260472956985,0.26283415560471585,-0.14025632197975657,1.7269965651156274,0.952813612731808,-1.7385429216486772,0
